initial_token,token_with_border
öncüsü,öncüs<>ü
sepya,sepy<>a
anladırı,anl<>adır<>ı
çıxmış,çıx<>mış
doğudaki,doğ<>udak<>i
işlədi,işl<>ə<>di
dinine,din<>ine
göndrmyi,göndrm<>y<>i
daşımağa,daş<>ımağ<>a
sfiddin,sfidd<>i<>n
barlar,bar<>lar
çizgiyi,çizgiy<>i
istismar,ist<>i<>smar
yeniləni,yen<>i<>ləni
hakimi,hak<>imi
ədliyyə,ədliyy<>ə
yevlaxda,yevlaxd<>a
kulland,kul<>l<>and
eyfel,eyfe<>l
göndə,gön<>d<>ə
görək,gör<>ək
istəd,ist<>ə<>d
geçemed,geç<>emed
veriləcə,ver<>i<>ləcə
təlimin,təl<>imin
devreler,devrel<>e<>r
məlümat,məl<>üma<>t
üslbunun,üslbun<>u<>n
yığmanın,yığman<>ı<>n
gördüler,gör<>düle<>r
kimyəvi,kim<>yəv<>i
səhnəsi,səh<>nəsi
sindi,sin<>di
yaşamaya,yaş<>a<>maya
vurdula,vur<>dul<>a
larnaka,larna<>k<>a
yerinden,yer<>inden
əliyevdi,əli<>yevdi
şabalıdı,şabalıd<>ı
təşkilat,təş<>kilat
inari,ina<>r<>i
çalaraq,çal<>ara<>q
aparı,apa<>r<>ı
maskeli,maske<>l<>i
kimdə,kim<>də
bitmədi,bit<>mədi
qarannux,qar<>annu<>x
hayırlı,hay<>ırl<>ı
hariç,har<>iç
vtbrrumm,vtbrrum<>m
bəhman,bəhma<>n
qıçında,qıçın<>d<>a
görüşünə,gör<>ü<>şünə
fedakrca,fedakrc<>a
kavşak,kavş<>a<>k
tanışma,tan<>ı<>şma
duruşu,dur<>uşu
yuttuğu,yuttuğ<>u
gitaranı,gitara<>n<>ı
beyliğe,beyliğ<>e
tansu,tan<>s<>u
sonrada,son<>rad<>a
başlayıp,baş<>l<>ayıp
görmür,gör<>m<>ür
həmzətov,həmzət<>o<>v
üğürlar,üğürl<>a<>r
aşınması,aşınmas<>ı
təkliyi,tək<>liy<>i
sevinirə,sev<>i<>nirə
etdiyimə,etd<>i<>yimə
qdrki,qdrk<>i
falkland,falkla<>n<>d
jurnalda,jurnald<>a
hissənin,hissən<>i<>n
lakonik,lakon<>i<>k
kankark,kan<>kark
havelsan,havels<>a<>n
çatdı,çat<>d<>ı
avdallar,avdall<>a<>r
gödəkcə,gödəkc<>ə
yeqən,yeqə<>n
açilur,açilu<>r
xoflu,xofl<>u
solosu,solos<>u
baniah,ban<>ia<>h
xalqinin,xalqin<>i<>n
xəcalət,xəcalə<>t
sədrini,sədrin<>i
ondaykən,ondayk<>ə<>n
qorça,qor<>ça
səsəni,səs<>ən<>i
belirli,bel<>irli
perşamba,per<>şamb<>a
dərənin,dər<>əni<>n
kant,kan<>t
mmkrimov,mmkrim<>o<>v
birazı,bir<>azı
yarada,yar<>a<>da
sululuq,sululu<>q
istəyini,ist<>ə<>yini
mirzənin,mirzən<>i<>n
göskündə,göskün<>d<>ə
yollarda,yol<>lard<>a
dönümü,dön<>ümü
alıcılıq,alı<>cılı<>q
sağlıklı,sağ<>lıkl<>ı
kürün,kürü<>n
çalmış,çal<>mı<>ş
çıkıyo,çık<>ıy<>o
moğoldu,moğold<>u
ğarğar,ğarğ<>a<>r
fillerin,filler<>i<>n
geçince,geç<>ince
nağılar,nağıla<>r
yönəlik,yön<>əlik
yaxındı,yax<>ındı
edilə,edi<>l<>ə
kilidini,kilidi<>n<>i
istəyir,ist<>ə<>yir
şalgamdı,şalgam<>d<>ı
timurun,timuru<>n
lerde,lerd<>e
etdiheç,etd<>i<>heç
mühütün,müh<>ütü<>n
tuzağına,tuzağı<>n<>a
insanla,ins<>anla
direct,dir<>ect
piteru,piter<>u
dehşet,dehşe<>t
yaranmış,yar<>a<>nmış
gülür,gül<>ür
faktördü,faktörd<>ü
balaca,bal<>aca
ansızın,ansız<>ı<>n
çovğun,çovğ<>u<>n
hötenin,höten<>i<>n
jəlilov,jəlil<>o<>v
yeyən,yeyə<>n
münxenin,mün<>xeni<>n
ruslarda,ruslard<>a
səslədi,səs<>ləd<>i
djetişer,djetiş<>e<>r
heydərov,hey<>dərov
miniatür,min<>iatür
çevirmək,çev<>irmək
haldır,hal<>dı<>r
cədvələd,cədvələ<>d
akımını,akımı<>n<>ı
təsiri,təs<>iri
biləri,bil<>əri
pruva,pruv<>a
qoyub,qoy<>ub
lekeleri,lekeler<>i
uraveli,urave<>l<>i
təhciz,təh<>ciz
gətürmax,gət<>ürma<>x
verilə,ver<>i<>lə
malikin,mal<>ikin
borcdur,bor<>cdu<>r
çatdıqda,çat<>dıqd<>a
şəbnəm,şəbnə<>m
goyçay,goyça<>y
lətlər,lətl<>ə<>r
dorrou,dorro<>u
formunda,for<>mund<>a
mirşan,mirşa<>n
teleqraf,tel<>e<>qraf
multanı,multan<>ı
məlikov,məl<>ikov
altılığa,altılığ<>a
nnişli,nnişl<>i
inanıyor,ina<>nıyor
derebeyi,der<>ebeyi
qazet,qaz<>et
yaşla,yaş<>la
bankı,ban<>kı
direniş,dir<>eniş
qaliyer,qaliy<>e<>r
ümdəsi,ümdə<>s<>i
basrq,bas<>rq
ankomer,ankom<>e<>r
yayıb,yay<>ı<>b
partis,par<>t<>is
mürvət,mürvə<>t
kliber,klib<>e<>r
vponovun,vponov<>u<>n
general,gen<>eral
ariyanı,ariyan<>ı
kokoda,koko<>d<>a
einer,eine<>r
gülüşdən,gülüşd<>ə<>n
toplayır,top<>l<>ayır
sahada,sah<>ad<>a
qodunov,qodun<>o<>v
verlenin,verlen<>i<>n
səfərlə,səf<>ərlə
günlük,gün<>lük
rəbii,rəbi<>i
doğusuna,doğ<>usuna
almağı,alm<>a<>ğı
gümdəmdə,gümdəm<>d<>ə
yerimizə,yer<>imizə
türbesi,türbe<>s<>i
rağman,rağma<>n
alterare,alterar<>e
yönleri,yön<>leri
kortluğ,kor<>tluğ
nişanına,nişanın<>a
bodrum,bodru<>m
qırlarla,qırlar<>l<>a
nəzərli,nəz<>ərli
spaniyev,spaniy<>e<>v
əsasdı,əsa<>sd<>ı
oralarda,oralar<>d<>a
halefi,hal<>efi
təkyələr,təkyəl<>ə<>r
davami,dav<>ami
sinək,sin<>ək
aəlizadə,aəlizad<>ə
ekber,ekbe<>r
pozduqda,pozduq<>d<>a
bölüşən,böl<>ü<>şən
nağıyev,nağıy<>e<>v
hayrına,hayrı<>n<>a
nazını,nazın<>ı
kitabım,kit<>a<>bım
yapsa,yap<>sa
yayınlar,yay<>ı<>nlar
salehov,sal<>eho<>v
surround,surrou<>n<>d
küvəy,küvə<>y
insaf,ins<>af
niçin,niç<>i<>n
çekmeçi,çekmeç<>i
porfirin,porfir<>i<>n
düşənə,düş<>ənə
döndülə,dön<>dülə
çaynik,çayn<>i<>k
azılığa,azılığ<>a
veribdi,ver<>ibd<>i
faciədir,faciədi<>r
ytyulin,ytyul<>i<>n
köçəcə,köç<>əcə
asgari,asga<>r<>i
edirdi,edi<>rdi
akmolin,akmol<>i<>n
plankton,pla<>n<>kton
brssel,brsse<>l
saxlaya,sax<>l<>aya
seyriçi,seyriç<>i
filialın,fil<>ialın
geçmiş,geç<>miş
birdə,bir<>də
geforce,geforc<>e
skythai,skytha<>i
hağıl,hağı<>l
sındırsı,sın<>dırs<>ı
kobilyan,kobily<>a<>n
nabbas,nabba<>s
təhqiqi,təh<>qiqi
palatada,palatad<>a
saatdan,saatda<>n
rupiası,rupias<>ı
eklerden,eklerd<>e<>n
peşkeş,peşke<>ş
bağlıilk,bağ<>lıil<>k
simasi,sim<>asi
askeriyi,askeriy<>i
kora,kor<>a
takdirde,takdird<>e
altıda,altıd<>a
dalğın,dalğı<>n
davəti,davə<>t<>i
qorqudla,qor<>qudl<>a
siçuan,siçu<>a<>n
etdik,etd<>i<>k
seynan,seyna<>n
ougre,ougr<>e
vəzin,vəz<>in
tarixdn,tar<>i<>xdn
mrəsənen,mrəsən<>e<>n
şüşeli,şüşe<>l<>i
toplam,top<>l<>am
serilmiş,ser<>ilmi<>ş
sayıla,say<>ıla
mobillik,mobill<>i<>k
yerdəyik,yer<>dəyik
devrik,dev<>rik
istərdim,ist<>ə<>rdim
kolxoz,kol<>xoz
altlri,altlr<>i
varlar,var<>la<>r
təsdiqlə,təs<>diqlə
melville,melvil<>l<>e
memarın,memarı<>n
ikrahla,ikrah<>l<>a
monetar,monet<>a<>r
plansız,plans<>ı<>z
ayqır,ayqı<>r
birjaya,bir<>jay<>a
metrdi,met<>rdi
çarkçi,çarkç<>i
ekmeğine,ekmeğin<>e
sergile,ser<>gile
çatsa,çat<>s<>a
durdum,dur<>dum
martinas,mar<>tina<>s
topluluk,top<>l<>uluk
pınar,pın<>a<>r
qalx,qal<>x
pilani,pilan<>i
qızcığaz,qızcığa<>z
tkmaz,tkma<>z
bağlayan,bağ<>l<>ayan
dərdə,dər<>də
kayalı,kay<>alı
vəfasın,vəfas<>ı<>n
nsvg,nsv<>g
xatəmi,xatəm<>i
eləyirlə,eləyirl<>ə
minlərcə,min<>lərc<>ə
hazırkı,haz<>ı<>rkı
ağjiyər,ağjiy<>ə<>r
şəhərlər,şəh<>ərlər
gətirilə,gət<>i<>rilə
yürəkdə,yür<>əkd<>ə
paye,pay<>e
şərqdə,şər<>qdə
ağsaçli,ağsaç<>l<>i
luxma,luxm<>a
çıxışını,çıx<>ışını
sametay,sameta<>y
bozalet,bozale<>t
züyçüdü,züyçüd<>ü
yepiskop,yepisko<>p
çikil,çiki<>l
hallarda,hal<>larda
başlamı,baş<>l<>amı
lüzumsuz,lüzumsu<>z
olearius,oleariu<>s
almanya,alm<>a<>nya
alarkən,alark<>ə<>n
şöbəsini,şöbəsin<>i
jojuq,joju<>q
düsüse,düsüs<>e
ensuring,ensuri<>n<>g
damgayı,damgay<>ı
kazros,kaz<>ro<>s
çıqdı,çıqd<>ı
oxuyuram,oxu<>yura<>m
çalışd,çal<>ı<>şd
hoanq,hoan<>q
ulaşarak,ulaşar<>a<>k
yayınsa,yay<>ıns<>a
projeye,pro<>jey<>e
soyulu,soy<>ulu
dandorr,dan<>dorr
vahabov,vahabo<>v
muxtarın,muxtarı<>n
başardı,baş<>ardı
öneririm,öneriri<>m
rəxşəndə,rəxşən<>d<>ə
janna,jann<>a
ringadı,ringa<>d<>ı
urxan,urx<>a<>n
lukoylun,lukoyl<>u<>n
kəslər,kəsl<>ə<>r
duyub,duy<>ub
firqənin,firqən<>i<>n
tıkamak,tıkam<>a<>k
köçiyer,köçiy<>e<>r
dəyişir,dəy<>i<>şir
dəlalət,dəlalə<>t
salonu,sal<>onu
january,januar<>y
ucsuz,ucsu<>z
vahşeti,vahşet<>i
vodafone,vodafo<>n<>e
zövqünün,zövqünü<>n
pircamal,pircam<>a<>l
tutmuş,tut<>muş
vatikana,vatikan<>a
yayıldı,yay<>ı<>ldı
tarlanın,tar<>lanı<>n
tanıyırı,tan<>ı<>yırı
halık,hal<>ık
nidadan,nidad<>a<>n
nispeten,nispet<>e<>n
kitabça,kit<>a<>bça
toronto,tor<>onto
salındı,sal<>ındı
yanaşırı,yan<>aşırı
davetten,davett<>e<>n
ditrix,ditri<>x
inaniriq,ina<>niri<>q
qoparan,qopara<>n
sirrinə,sirrin<>ə
dquliyev,dquliy<>e<>v
seçilme,seç<>i<>lme
başkent,baş<>kent
khodro,khodr<>o
tkamül,tkamü<>l
himayəyə,himayəy<>ə
fütur,fütu<>r
gəlini,gəl<>ini
yand,yan<>d
yançax,yan<>ça<>x
kateden,kat<>ede<>n
istiqraz,ist<>i<>qraz
atasının,ata<>sını<>n
gedama,gedam<>a
botinok,botino<>k
hazırdır,haz<>ı<>rdır
topland,top<>l<>and
əliyv,əli<>yv
toboş,tobo<>ş
faruk,faru<>k
coordonn,coordon<>n
danzig,dan<>zi<>g
təkində,təkin<>d<>ə
görevler,gör<>evler
bayram,bay<>ram
tankut,tan<>ku<>t
dirac,dir<>ac
borjomda,borjom<>d<>a
kimisi,kim<>isi
tnatxəm,tnatxə<>m
haznenin,haznen<>i<>n
ırktan,ırkt<>a<>n
məskəni,məs<>kəni
dayılıq,day<>ılı<>q
kaczyski,kaczys<>k<>i
sevdiği,sev<>diği
düğümünü,düğümün<>ü
qalıcı,qal<>ıc<>ı
tetiği,tetiğ<>i
baxışlar,bax<>ışlar
şəmilin,şəmil<>i<>n
arama,ara<>ma
baxıra,bax<>ıra
zəmnində,zəmnin<>d<>ə
bağlayir,bağ<>layi<>r
kavakçı,kavakç<>ı
nzdind,nzdi<>n<>d
sezerde,sezerd<>e
uçuşdan,uçuşd<>a<>n
qurğudan,qur<>ğuda<>n
bulucu,bul<>u<>cu
imgndaha,imgndah<>a
oturiyer,oturiy<>e<>r
taşıtlar,taşıtl<>a<>r
sqacar,sqac<>a<>r
olardan,ola<>rda<>n
törətd,tör<>ətd
maliyyə,mal<>iyyə
imlasına,imlası<>n<>a
duyulan,duy<>ulan
trendaz,trenda<>z
veziri,vezi<>r<>i
aleph,alep<>h
fətth,fətt<>h
hakem,hak<>em
nordik,nordi<>k
rüfət,rüfə<>t
idealist,ide<>alis<>t
qaralov,qar<>a<>lov
nəşrinin,nəşrin<>i<>n
analoq,ana<>loq
gaelcesi,gaelce<>s<>i
selman,selm<>a<>n
çökecek,çökec<>e<>k
tilkinin,tilkin<>i<>n
sadıkiye,sadıkiy<>e
işgalden,işgald<>e<>n
coorking,coorki<>n<>g
neheb,nehe<>b
sunduğu,sunduğ<>u
kalyayev,kal<>yaye<>v
kəsməyə,kəs<>məy<>ə
günərzi,gün<>ərz<>i
nəşrini,nəşrin<>i
gutland,gutla<>n<>d
lmlər,lmlə<>r
davaynan,davayn<>a<>n
pəncəyi,pəncəy<>i
tanıyın,tan<>ı<>yın
uluqbəy,uluqbə<>y
malikan,mal<>ikan
dönemde,dön<>emde
çıxdığı,çıx<>dığı
hindarx,hindar<>x
kəhvə,kəhv<>ə
ottuzar,ottuza<>r
olsanız,olsanı<>z
doruğa,doruğ<>a
bişdi,bişd<>i
sürenler,sürenl<>e<>r
buraxl,bur<>a<>xl
gilbert,gilber<>t
kongresi,kon<>gresi
qəlbdən,qəlbd<>ə<>n
əzəmətlə,əzəmətl<>ə
hazirdi,haz<>irdi
ölmeye,ölmey<>e
bildirdi,bil<>d<>irdi
fargona,fargo<>n<>a
xütbə,xütb<>ə
ciltten,ciltt<>e<>n
alacağı,ala<>cağı
pkoriai,pkoria<>i
yazıyı,yaz<>ı<>yı
save,sav<>e
rübaisi,rübais<>i
araziye,ara<>ziy<>e
their,thei<>r
çarkent,çarken<>t
çekirdek,çekird<>e<>k
toplaşan,top<>l<>aşan
qoşalaşı,qoş<>alaşı
serica,ser<>ic<>a
olunubsa,olu<>nubs<>a
filmdə,fil<>md<>ə
canllarn,can<>llarn
demon,dem<>on
aliraci,alirac<>i
camşid,camşi<>d
pound,poun<>d
bizdəmi,bizdəm<>i
yoluyla,yoluy<>l<>a
janrında,janrın<>d<>a
pkistn,pkist<>n
çıxmışı,çıx<>mışı
şirinov,şirino<>v
şahidlər,şah<>idlər
egide,egi<>d<>e
öskürmd,öskürm<>d
vacibdir,vacibd<>i<>r
tükündən,tükünd<>ə<>n
sinəbənd,sin<>əbən<>d
birləşi,bir<>l<>əşi
dinə,din<>ə
verirle,ver<>i<>rle
mövqedə,möv<>qedə
basıra,bas<>ır<>a
resursu,res<>ursu
işlənən,işl<>ə<>nən
yazasa,yaz<>as<>a
sevəcək,sev<>əcə<>k
safhada,safhad<>a
xanmirzə,xanmirz<>ə
kitablar,kit<>a<>blar
çayırlık,çayırlı<>k
vəvə,vəv<>ə
əbdullah,əbdulla<>h
sahibinə,sah<>ibinə
edici,edi<>c<>i
anamız,ana<>mız
öneminin,önemini<>n
kombayn,kom<>bayn
subalp,subal<>p
barbar,bar<>bar
hitaben,hitabe<>n
peşavere,peşaver<>e
öncədən,öncəd<>ə<>n
anadan,ana<>dan
bilgiye,bil<>giy<>e
problemə,pro<>blemə
vurmuş,vur<>muş
mercii,merci<>i
qurqen,qur<>qe<>n
yilişik,yiliş<>i<>k
baxıb,bax<>ıb
konuşup,kon<>u<>şup
otuni,otun<>i
mrhlvi,mrhlv<>i
baykuş,bay<>kuş
giderili,gideril<>i
adifaz,adifa<>z
ərsəyə,ərsəy<>ə
kararın,kar<>a<>rın
varisin,var<>isin
durumun,dur<>umun
olmiyan,olm<>iyan
qoyuluşu,qoy<>uluşu
bilməsi,bil<>m<>əsi
sətrində,sətrin<>d<>ə
lichamen,licham<>e<>n
haral,har<>al
danmaa,dan<>maa
məkan,mək<>an
törətmək,tör<>ətmək
learning,learni<>n<>g
evrenden,evrend<>e<>n
qaninin,qan<>ini<>n
açılışı,açı<>lışı
olanağı,ola<>nağ<>ı
devizi,dev<>izi
anlamdan,anl<>amda<>n
hanımın,hanımı<>n
buludun,bul<>u<>dun
tıği,tığ<>i
kartdı,kar<>tdı
bakma,bak<>ma
görülən,gör<>ü<>lən
olmasıdı,olm<>asıd<>ı
plaka,pla<>ka
görüntü,gör<>ü<>ntü
esasen,esase<>n
gərənə,gərən<>ə
edini,edi<>ni
kolomb,kol<>omb
stuart,stuar<>t
təkmisin,təkmis<>i<>n
gözünə,göz<>ünə
artıraq,art<>ı<>raq
ming,min<>g
məştağa,məştağ<>a
çatmayan,çat<>mayan
tarihçe,tar<>i<>hçe
varzobun,varzob<>u<>n
yenilmiş,yen<>i<>lmiş
formasi,for<>m<>asi
paylı,pay<>lı
dağı,dağ<>ı
dörddan,dördda<>n
yumor,yumo<>r
bunalmış,bunalm<>ı<>ş
ərməğan,ərməğ<>a<>n
heyetti,hey<>ett<>i
veridir,ver<>i<>dir
minh,min<>h
kati,kat<>i
akifov,akifo<>v
saleka,sal<>ek<>a
halil,hal<>il
millilik,mil<>l<>ilik
sayması,say<>mas<>ı
harayım,har<>ayı<>m
hedeften,hedeft<>e<>n
joyfull,joyful<>l
libitum,libitu<>m
denizi,den<>izi
baxışov,bax<>ışo<>v
icraatın,icraatı<>n
asmısını,asmısı<>n<>ı
qopmasa,qopmas<>a
yarımdır,yar<>ımdı<>r
qazizadə,qaziza<>d<>ə
çıxılmaz,çıx<>ılma<>z
əskilərə,əskilər<>ə
değildir,değ<>ildir
tandur,tan<>du<>r
kahası,kahas<>ı
qonüarıx,qonüarı<>x
orandan,orand<>a<>n
dopamin,dopam<>i<>n
korkut,kor<>kut
seleukos,seleuko<>s
tərzi,tər<>zi
denemeci,den<>emec<>i
haysiyet,hay<>siyet
çatmışd,çat<>mışd
bierut,bieru<>t
şaopingi,şaoping<>i
xiiiəsr,xiiiəs<>r
leçiri,leçi<>r<>i
yürümesi,yür<>ümes<>i
julius,juliu<>s
alıbsa,alı<>bs<>a
tanınmal,tan<>ı<>nmal
oxçudur,oxçud<>u<>r
ekültür,ekültü<>r
kimaki,kima<>k<>i
gündemin,gün<>demin
duydu,duy<>du
istrs,ist<>rs
sınırdan,sın<>ırda<>n
sübütdur,sübütd<>u<>r
gulistan,gulist<>a<>n
postludi,postlu<>d<>i
bloğunun,bloğun<>u<>n
əlifbada,əli<>fbad<>a
dyişmlr,dyişml<>r
olduqca,olduqc<>a
vecidin,vecid<>i<>n
tokioda,tokiod<>a
display,displa<>y
cavabsız,cavabs<>ı<>z
palakhi,palakh<>i
görüşülü,gör<>ü<>şülü
basafyev,basafy<>e<>v
gediblə,gedibl<>ə
sərginin,sərgin<>i<>n
nəzərinə,nəz<>ərinə
səsizə,səs<>iz<>ə
pahtuca,pahtuc<>a
qücük,qücü<>k
eşidildi,eşidild<>i
ethernet,etherne<>t
təmirinə,təm<>irin<>ə
nilin,nili<>n
səfərbər,səf<>ərbər
vardu,var<>du
erzak,erza<>k
yazarken,yaz<>arke<>n
hannover,hannov<>e<>r
adadakı,ada<>dak<>ı
obeyd,obey<>d
orbandın,orband<>ı<>n
bregenz,bregen<>z
salaq,sal<>aq
nizamını,nizamın<>ı
kurulmad,kur<>u<>lmad
fərhədov,fərhəd<>o<>v
əzizəni,əzizə<>n<>i
mostras,mostra<>s
olunurd,olu<>n<>urd
başucudu,baş<>ucud<>u
sapmadan,sapmad<>a<>n
görüşüne,gör<>ü<>şüne
selanik,selan<>i<>k
yrlar,yrl<>a<>r
tökmürlə,tökmür<>l<>ə
vebernin,vebern<>i<>n
nişavrov,nişavr<>o<>v
amblemi,amblem<>i
perişan,periş<>a<>n
akarsuyu,akarsuy<>u
məninin,mənin<>i<>n
içmli,içml<>i
yiyanda,yiyan<>d<>a
deyilm,dey<>i<>lm
gəlməmi,gəl<>məmi
verd,ver<>d
kəsməyin,kəs<>məyi<>n
eyniadlı,eyniad<>l<>ı
demi,dem<>i
qəlübən,qəlüb<>ə<>n
ruhunda,ruhund<>a
xoşdur,xoşdu<>r
otomobil,otomob<>i<>l
muğamsız,muğams<>ı<>z
hamamın,hamamı<>n
ailedeki,ailede<>k<>i
bağlar,bağ<>l<>ar
vermenin,vermen<>i<>n
yayımına,yay<>ımın<>a
tigmə,tigm<>ə
kanadı,kan<>adı
enecmnt,enecmn<>t
balların,bal<>ları<>n
vtqdk,vtqd<>k
yaşıllıq,yaş<>ıllıq
apardı,apa<>r<>dı
mərkəzi,mər<>kəzi
azam,aza<>m
çatdırı,çat<>d<>ırı
birimiz,bir<>i<>miz
verdun,ver<>dun
girmeyen,gir<>meye<>n
əsas,əsa<>s
kursunda,kur<>sund<>a
yolların,yol<>ları<>n
kruşçev,kruşç<>e<>v
yağcılar,yağcıl<>a<>r
danışıq,dan<>ı<>şıq
veliyev,veliy<>e<>v
yazısınd,yaz<>ı<>sınd
unamadım,unamadı<>m
üstdə,üstd<>ə
cbsnl,cbsn<>l
atasıdı,ata<>sıd<>ı
oğuldan,oğuld<>a<>n
iştəməz,iştəmə<>z
güləşxan,güləşx<>a<>n
şönberqə,şönberq<>ə
əgri,əgr<>i
kutsaldı,kutsald<>ı
məxmər,məxmə<>r
batıdan,batıd<>a<>n
dümnlik,dümnl<>i<>k
rübaxşi,rübaxş<>i
duyuru,duy<>uru
susaya,susay<>a
kələcan,kələca<>n
audusd,audus<>d
normları,normla<>r<>ı
məgər,məg<>ə<>r
düşür,düş<>ü<>r
batması,batmas<>ı
istikan,ist<>i<>kan
rusyada,rusyad<>a
nməhsəti,nməhsə<>t<>i
dəyişild,dəy<>i<>şild
etməd,etm<>ə<>d
kervers,kerver<>s
açıb,açı<>b
yayıbla,yay<>ıbl<>a
terimini,ter<>imini
ğuzulti,ğuzul<>t<>i
lentlər,lentl<>ə<>r
öyrənmiş,öyr<>ə<>nmiş
ərizəyə,ərizəy<>ə
zərflik,zər<>flik
konulu,kon<>u<>lu
uymama,uymam<>a
meylləri,mey<>llər<>i
koruması,kor<>uması
satranji,sat<>ranj<>i
dağlıq,dağ<>lıq
sathı,sat<>hı
single,sin<>gl<>e
bulunmaz,bul<>u<>nmaz
olacağı,ola<>cağı
keçirər,keç<>i<>rər
medinski,medins<>k<>i
popkov,popk<>o<>v
qarayev,qar<>a<>yev
yönəltdi,yön<>əltdi
eözoralı,eözora<>l<>ı
turkləri,turklə<>r<>i
sançdım,san<>çdı<>m
kalendar,kalend<>a<>r
sıradadı,sıradad<>ı
səslənib,səs<>l<>ənib
kaydolun,kay<>dolu<>n
səliqəli,səliqəl<>i
mühafiz,müh<>afiz
keçəcək,keç<>əcək
sorunlar,sor<>unlar
tarixlri,tar<>ixlr<>i
turisti,tur<>isti
başbaşa,baş<>baş<>a
gözleni,göz<>l<>eni
verirlər,ver<>i<>rlər
vpkg,vpk<>g
altmışar,altmışa<>r
litvadan,litvad<>a<>n
dışalıma,dışalı<>m<>a
duası,duas<>ı
terminlə,ter<>minlə
cənubdan,cənubd<>a<>n
şərflə,şər<>fl<>ə
ahliyle,ahliyl<>e
alınaca,alı<>n<>aca
olmağını,olm<>a<>ğını
təhsilə,təh<>silə
həsrətux,həsrətu<>x
etməz,etm<>ə<>z
tırpançı,tırpanç<>ı
mötərizə,mötəriz<>ə
geçmişin,geç<>mişin
nlerde,nlerd<>e
hokand,hoka<>n<>d
hənuz,hənu<>z
bitişi,bit<>işi
veririk,ver<>iri<>k
sözleşme,söz<>leşme
keçiriri,keç<>i<>riri
görünür,gör<>ü<>nür
yöndə,yön<>də
doğurdan,doğ<>urda<>n
görse,gör<>se
derhal,der<>ha<>l
milenyum,mil<>enyu<>m
fasci,fasc<>i
ermənini,ermənin<>i
məkrli,məkr<>l<>i
dozajı,dozaj<>ı
şerlərlə,şerlərl<>ə
higher,highe<>r
kimsən,kim<>sən
olacağıq,ola<>cağıq
çukuzi,çukuz<>i
əlişir,əli<>şi<>r
zahirdə,zahird<>ə
stateira,sta<>teir<>a
yarıştı,yar<>ışt<>ı
səhnədən,səhnəd<>ə<>n
etmy,etm<>y
pşyv,pşy<>v
tapıblar,tapıbl<>a<>r
yanllq,yan<>ll<>q
çağırırd,çağ<>ırırd
nsahələr,nsahəl<>ə<>r
cebuano,cebuan<>o
azaltan,aza<>lta<>n
çevreler,çev<>r<>eler
konu,kon<>u
marşafa,mar<>şaf<>a
gəlirsə,gəl<>irs<>ə
mendeslə,mendes<>l<>ə
etdib,etd<>i<>b
herhangi,herhang<>i
dayaq,day<>a<>q
olunmuşu,olu<>n<>muşu
luidcilə,luidci<>l<>ə
məktəb,mək<>təb
yazımı,yaz<>ı<>mı
bilinmi,bil<>i<>nmi
haqqinaz,haqqina<>z
sofya,sofy<>a
aparıçı,apa<>rıç<>ı
edirne,edi<>rne
geçmişti,geç<>mişti
bizcə,bizc<>ə
bayatı,bay<>atı
bildiriş,bil<>d<>iriş
derken,der<>ke<>n
turlar,tur<>lar
dənlik,dənli<>k
okka,okk<>a
toqqumas,toqquma<>s
çalışın,çal<>ı<>şın
adasının,ada<>sını<>n
töreli,tör<>eli
aparırd,apa<>r<>ırd
nepal,nepa<>l
canlanı,can<>lanı
sözdən,söz<>də<>n
bağladı,bağ<>l<>adı
maraqsız,maraqs<>ı<>z
saplantı,saplant<>ı
artımı,art<>ı<>mı
ypch,ypc<>h
sayıra,say<>ıra
mərakeş,mər<>akeş
bilinen,bil<>i<>nen
asüdə,asü<>d<>ə
ugfhk,ugfh<>k
olunması,olu<>n<>ması
katmandu,kat<>mand<>u
olindi,olin<>d<>i
bunturki,buntur<>k<>i
sbeple,sbep<>l<>e
bald,bal<>d
kurum,kur<>u<>m
sömürümü,sömürüm<>ü
möhlət,möhlə<>t
funtu,funt<>u
əməlli,əmə<>lli
ölərsə,ölərs<>ə
səsləndi,səs<>l<>əndi
burasıdı,bur<>asıd<>ı
nymarrın,nymarr<>ı<>n
olumludu,olu<>mlud<>u
fotosunu,fotosun<>u
shəsində,shəsin<>d<>ə
mnzrnin,mnzrn<>i<>n
genezisi,gen<>ezis<>i
döğma,döğm<>a
bildirir,bil<>d<>irir
günah,gün<>ah
daşımı,daş<>ı<>mı
sayım,say<>ım
erpekle,erpek<>l<>e
diləcəyi,dil<>əcəy<>i
baxmışı,bax<>mışı
ondakı,ondak<>ı
frizce,frizc<>e
metodiki,met<>odiki
səhmi,səh<>mi
heçə,heç<>ə
dizaynda,dizaynd<>a
sistemle,sis<>temle
ayırması,ayırmas<>ı
persian,per<>sia<>n
nakunam,nakuna<>m
anacmtc,ana<>cmtc
çkpyi,çkpy<>i
axısqaya,axısqay<>a
neusiedl,neusied<>l
nigahını,nigahın<>ı
kandahar,kan<>dahar
umacağı,umacağ<>ı
çoxumuzu,çox<>umuzu
valını,valı<>n<>ı
korkan,kor<>kan
bağında,bağ<>ınd<>a
səfiri,səf<>iri
johore,johor<>e
tarixin,tar<>i<>xin
barışa,bar<>ışa
etməyinə,etm<>ə<>yinə
krice,kric<>e
şahit,şah<>it
girdiği,gir<>diğ<>i
